Title,Item number,Quantity
Birthday lucky sixpence earrings - WOW great gift idea from 1953 - 1967,333223604887,137
Butterfly Pendant Lucky sixpence Birthday + 18in Sterling Silver 1953 - 1967 ,233243443659,592
Circle Pendant Lucky sixpence Birthday + 18in Sterling Silver Chain 1953 - 1967 ,333216977930,591
Fancy Pendant Lucky sixpence Birthday + 18in Sterling Silver 1953 - 1967 ,233243515144,595
Fathers Day 1961 Sixpence Coin Cufflinks Mens 60th Birthday Gift HT 2020,233613170847,30
Fathers Day lucky premium sixpence cufflinks fantastic gift for Fathers day gld,333102333702,669
Fathers Day lucky premium sixpence cufflinks Wow fantastic gift for Fathers day,330706336770,560
Fine 60th 1961  Lucky Sixpence Keyring - Gift Boxed 1960 60th Birthday ,333474718555,4
Fine Pendant 1968 Irish sixpence 53rd Birthday + 18 inch Sterling Silver Chai,332626989869,1
Fine Pendant Lucky sixpence Birthday + 18in Sterling Silver Chain 1953 - 1967 ,233243428156,599
Floral Pendant 1921 Lucky sixpence 100th Birthday coin plus 18inch SS chain -â€ ,330715429943,9
Floral Pendant 1922 Lucky sixpence 99th Birthday coin plus 18inch SS chain -â€ ,330849977437,4
Floral Pendant 1926 Lucky sixpence 95th Birthday coin plus 18inch SS chain -â€ ,231663216682,8
Floral Pendant 1928 Lucky sixpence 93rd Birthday + 18 inch Sterling Silver Chain,332658209252,3
Floral Pendant 1929 Lucky sixpence 92nd Birthday +18 inch Sterling Silver Chain,334275999879,1
Floral Pendant 1935 Lucky sixpence 86th Birthday + 18 inch Sterling Silver Chain,331460218988,5
Floral Pendant 1937 Lucky sixpence 84th Birthday + 18 inch Sterling Silver Chain,230904289107,4
Floral Pendant 1938 Lucky sixpence 83rd Birthday + 18 inch Sterling Silver Chain,231128211412,9
Floral Pendant 1939 Lucky sixpence 82nd Birthday + 18 inch Sterling Silver Chain,331098818824,3
Floral Pendant 1944 Lucky sixpence 77th Birthday + 18 inch Sterling Silver Chain,330851472897,8
Floral Pendant 1946 Lucky sixpence 75th Birthday + 18 inch Sterling Silver Chain,231128673928,10
Floral Pendant 1948 Lucky sixpence 73rd Birthday + 18 inch Sterling Silver Chain,231128720752,8
Floral Pendant 1949 Lucky sixpence 72nd Birthday + 18 inch Sterling Silver Chain,330852286874,9
Floral Pendant 1957 Lucky sixpence 64th Birthday + Sterling Silver 18in chain,330853970425,8
Floral Pendant Lucky sixpence Birthday + 18in Sterling Silver 1953 - 1967 ,333217014348,598
Four T Pendant Lucky sixpence Birthday + 18in Sterling Silver Chain 1953 - 1967 ,233355182639,598
Gear anniversary pendant @ Sterling Silver 18in 1990-2016 Wedding Favours - ,333218413313,260
Gear Pendant 1965 American Dime 56th Birthday + 18 inch Sterling Silver Chain,232264380593,2
Gear Pendant 1967 American Dime 54th Birthday + 18 inch Sterling Silver Chain,232264380664,2
Gear Pendant 1969 American Dime 52nd Birthday + 18 inch Sterling Silver Chain,332149721341,3
Gear Pendant 2008 American Dime 13th Lace  Anniversary + 18 inch SS Chain,232630846349,3
Gear Pendant 2008 Canadian Dime 13th Birthday + 18 inch Sterling Silver Chain,232264380771,2
Gear Pendant 2009 American Dime 12th Pottery  + 18 inch Sterling Silver Chain,332149723335,1
Gear Pendant Origin Irish Threepence Birthday + 18 inch Sterling Silver gift,233270631368,319
Golf cufflinks in Silver plated cufflink mounts,231288909024,7
Golfing Cufflinks for the keen golfer made from real coins,231272988627,6
"Golfing cufflinks, Cufflinks for the keen golfer, Fathers day gift ides, Dad",232553147141,1
Happy 60th Birthday 1961 60 Lucky Sixpence Rabbit Fob - 60th 1960 - Gift Boxed ,233204342888,3
Happy 60th Sixty 60 60th Birthday Premium 1961 Lucky sixpence cufflinks slv,233203955397,4
"Irish Sixpence for luck Wedding Anniversary Birthday Cufflinks 1940, 1950, 1961",333499069171,58
Irish Threepence for luck Wedding Tie Clip Anniversary Birthday Gift Boxed,333389035033,122
Irish Threepence Lapel Pin Tie Pin Tie Tack Wedding Favour Bring - Gift for ,333248328719,79
Key to my Heart Lucky sixpence Birthday + 18in Sterling Silver 1953 - 1967 ,333217226759,600
"Lucky 1955 Sixpence cufflinks mens gift ""Lucky Sixpence"" 66th Birthday gift",331321919044,14
lucky Irish Domed 3d threepence coin bracelet charm for Anniversary Birthday ,233509099558,74
Lucky Sixpence Birthday / Anniversary coin Book Mark - Rim,333149442170,148
Lucky Sixpence Birthday / Anniversary coin Bookmark 1953 - 1967,233244319566,146
Lucky Sixpence Birthday / Anniversary coin Brooch 1953 - 1967,233194308407,136
Lucky Sixpence Birthday / Anniversary coin Bubble Bookmark 1953 - 1967 ,233244472476,145
Lucky Sixpence Birthday / Anniversary coin Bump Bookmark 1953 - 1967 ,333218622100,149
Lucky Sixpence Birthday / Anniversary coin Circle Bookmark 1953 - 1967 ,233244465010,150
Lucky Sixpence Birthday / Anniversary coin Fancy Bookmark 1953 - 1967 ,233244487446,148
Lucky Sixpence Birthday / Anniversary coin Fine Bookmark 1953 - 1967 ,233244489077,149
Lucky Sixpence Birthday / Anniversary coin Floral Bookmark 1953 - 1967 ,233244485405,149
Lucky Sixpence Birthday / Anniversary coin Four Tip Bookmark 1953 - 1967 ,233355182640,147
Lucky Sixpence Birthday / Anniversary coin Link Bookmark 1953 - 1967 ,233244480689,149
Lucky Sixpence Birthday / Anniversary coin OWL Bookmark 1953 - 1967 Owl,333218456048,133
Lucky Sixpence Birthday / Anniversary coin pendant plus Sterling Slv chain - Rim,333149428111,595
Lucky Sixpence Birthday / Anniversary coin Rim Bookmark 1953 - 1967 ,233244482528,150
Lucky Sixpence Birthday / Anniversary coin Square Bookmark 1953 - 1967 ,333218612533,150
Lucky Sixpence Birthday / Anniversary coin Star Bookmark 1953 - 1967 ,233244493332,145
Lucky sixpence Birthday Bubble Pendant plus 18in Sterling Silver 1953 - 1967 ,233244475200,600
Lucky sixpence Birthday Bump Pendant plus 18in Sterling Silver 1953 - 1967 ,233244478496,600
Lucky sixpence Birthday Fancy Pendant plus 18in Sterling Silver 1953 - 1967 ,233244488355,595
Lucky sixpence Birthday Fine Pendant plus 18in Sterling Silver 1953 - 1967 ,333218646882,600
Lucky sixpence Birthday Floral Pendant plus 18in Sterling Silver 1953 - 1967 ,333218638480,598
Lucky Sixpence Birthday Keyring - Genuine polished sixpence 1953 to 1967,331105950186,276
Lucky Sixpence Birthday Keyring - Genuine polished sixpence 1953 to 1967 - Gift,330849618743,724
Lucky sixpence Birthday Link Pendant plus 18in Sterling Silver 1953 - 1967 ,233244481388,600
Lucky sixpence Birthday Rim Pendant plus 18in Sterling Silver 1953 - 1967 ,333218635082,595
Lucky sixpence Birthday Square Pendant plus 18in Sterling Silver 1953 - 1967 ,233244470404,599
Lucky sixpence Birthday Star Pendant plus 18in Sterling Silver 1953 - 1967 ,233244494214,598
 Lucky sixpence Leaf Pendant and Sterling Silver Chain - Birthday - Anniversary,332780663174,417
"Luxury 11th ""Steel wedding"" anniversary cufflinks - 1p coins from 2010",233465484479,11
Luxury 1944 77th Birthday / Anniversary real one cent lincoln coin cufflinks,231222716602,8
Luxury 1961 Mens Antique Sixpence Coin Cufflinks - gift boxed,233079590504,16
Luxury 1965 Mens Sixpence Coin Cufflinks,231481623381,33
Luxury cufflinks made from 2015 5p piece for a 2015 Wedding / Anniversary,231717734470,10
Mens 60th Birthday 1961 Sixpence Coin Cufflinks  ,333474714220,34
Mens 66th Birthday Gift / Present / Anniversary 1955 Sixpence Coin Cufflinks New,231220025958,4
Owl Pendant Lucky sixpence Birthday + 18in Sterling Silver Chain 1953 - 1967 ,233243434561,594
Premium  2007 14th Ivory Wedding Anniversary 2007 Coin cufflinks Fathers day Dad,332848540461,10
Premium  2008 13th Lace  Wedding Anniversary 2008 Coin cufflinks,232974215750,6
Premium  HT 1992 29th 29 year Anniversary 1992 Coin cufflinks,232974215791,8
Premium  HT 1998 23rd  23 year  Anniversary 1998 Coin cufflinks,332848520812,8
Premium  HT 1999 22nd  Birthday 1999 Coin cufflinks,233464569725,5
Premium  HT 2002 19th Birthday / Anniversary 2002 Coin cufflinks,332848520781,7
Premium  HT 2003 18th Birthday or Anniversary 2003 cufflinks,232974251518,7
Premium  HT 2015 6th Iron Anniversary 2015 Coin cufflinks - Fathers Day Dad,332848540602,10
Premium  HT 2016 4th Fruit 4 year Fruit  Anniversary 2016 Coin cufflinks Dad,232974244640,10
"Premium 1/2p Cufflinks 1971,1973,1974,1975,1976,1977,1978,1979,1981,1982,1983",233188682301,104
Premium 1916 Lucky sixpence cufflinks for a 105th Birthday  cufflinks,232973729810,7
Premium 1918 Lucky sixpence cufflinks  for a 103rd Birthday cufflinks,332845132415,1
Premium 1918 Lucky sixpence cufflinks  for a 103rd Birthday cufflinks,332848026282,10
Premium 1920 Lucky sixpence cufflinks for a 101st Birthday cufflinks slv,332848507761,1
Premium 1921 Farthing coin cufflinks for a 100th Birthday cufflinks gld,333483185556,10
Premium 1921 Farthing coin cufflinks for a 100th Birthday cufflinks roseg,333483185038,7
Premium 1921 Lucky sixpence cufflinks  for a 100th Birthday cufflinks,232974204135,10
Premium 1921 Lucky sixpence cufflinks  for a 99th Birthday cufflinks,332847951826,10
Premium 1921 Lucky sixpence cufflinks for a 100th Birthday cufflinks,232973729898,10
Premium 1921 Lucky sixpence cufflinks for a 100th Birthday cufflinks slv HT,233463082878,6
Premium 1922 Lucky sixpence cufflinks for a 99th Birthday cufflinks,232973729838,10
Premium 1924 Lucky sixpence cufflinks  for a 97th Birthday cufflinks,232973729900,10
Premium 1925 Lucky sixpence cufflinks  for a 96th Birthday cufflinks,332848507695,10
Premium 1926 Lucky sixpence cufflinks for a 95th Birthday cufflinks,332847951822,10
Premium 1927 Lucky sixpence cufflinks for a 94th Birthday cufflinks,332848507659,10
Premium 1927 Lucky sixpence cufflinks for a 94th Birthday cufflinks,232973729831,10
Premium 1928 Lucky Irish Threepence 3d for a 93rd  cufflinks Fathers Day Dad ,332848534881,10
Premium 1928 Lucky sixpence cufflinks for a 93rd Birthday cufflinks,232973729863,10
Premium 1929 Lucky sixpence cufflinks for a 92nd Birthday cufflinks Fathers day,332847952194,9
Premium 1929 Lucky sixpence cufflinks for a 92nd Birthday cufflinks fathers day,332848507729,10
Premium 1930 Lucky sixpence cufflinks for a 91st Birthday cufflinks,232974204504,8
Premium 1930 Lucky sixpence cufflinks for a 91st Birthday cufflinks gld,232973729932,10
Premium 1931 Farthing coin cufflinks for a 90th Birthday gift for men gld,233467687032,10
Premium 1931 Farthing coin cufflinks for a 90th Birthday gift for men roseg,233467686750,9
Premium 1931 Farthing coin cufflinks for a 90th Birthday gift for men slv,333483186563,10
Premium 1931 Lucky sixpence cufflinks for a 90th Birthday cufflinks,232973729809,10
Premium 1931 Lucky sixpence cufflinks for a 90th Birthday cufflinks,232974204158,10
Premium 1932 Lucky sixpence cufflinks for a 89th Birthday cufflinks,332848507586,10
Premium 1932 Lucky sixpence cufflinks for a 89th Birthday cufflinks,232973729834,10
Premium 1933 Lucky Irish Threepence 3d for a 88th  cufflinks Fathers Day dad ,232974238941,10
Premium 1933 Lucky sixpence cufflinks  for a 88th Birthday cufflinks,332847952057,10
Premium 1933 Lucky sixpence cufflinks for a 88th Birthday cufflinks,232974204300,10
Premium 1934 Lucky Irish Threepence 3d for a 87th  cufflinks,332848530428,1
Premium 1934 Lucky Irish Threepence 3d for a 87th  cufflinks,232974238977,9
Premium 1934 Lucky sixpence cufflinks  for a 87th Birthday cufflinks,332848507672,8
Premium 1934 Lucky sixpence cufflinks for a 87th Birthday cufflinks,232973729899,10
Premium 1935 Lucky Irish Threepence 3d for a 86th  cufflinks,232974231264,1
Premium 1935 Lucky Irish Threepence 3d for a 86th  cufflinks,232974238533,10
Premium 1935 Lucky sixpence cufflinks for a 86th Birthday cufflinks,332847952305,8
Premium 1935 Lucky sixpence cufflinks for a 86th Birthday cufflinks,232974204416,9
Premium 1936 Lucky sixpence cufflinks for a 85th Birthday cufflinks,232974204281,9
Premium 1936 Lucky sixpence cufflinks for a 85th Birthday cufflinks,232973729808,9
Premium 1937 Lucky sixpence cufflinks for a 84th Birthday cufflinks,332848507658,10
Premium 1937 Lucky sixpence cufflinks for a 84th Birthday cufflinks,332847951911,10
Premium 1938 Lucky sixpence cufflinks for a 83rd Birthday cufflinks,232974204400,10
Premium 1938 Lucky sixpence cufflinks for a 83rd Birthday cufflinks,332847952043,10
Premium 1939 Lucky sixpence cufflinks for a 82nd Birthday cufflinks Fathers day,332848507730,8
Premium 1940 Lucky Irish Threepence 3d for a 81st  cufflinks,232974231323,1
Premium 1941 Lucky sixpence cufflinks for a 80th Birthday cufflinks,232974204188,10
Premium 1942 Lucky Irish Threepence 3d for a 79th  cufflinks,332848530350,1
Premium 1942 Lucky sixpence cufflinks for a 79th Birthday cufflinks,332848507619,10
Premium 1942 Lucky sixpence cufflinks for a 79th Birthday cufflinks,332847951922,10
Premium 1943 Lucky Irish Threepence 3d for a 78th  cufflinks,232974231421,1
Premium 1943 Lucky Irish Threepence 3d for a 78th  cufflinks,332848534755,10
Premium 1943 Lucky sixpence cufflinks  for a 78th Birthday cufflinks,232974204350,10
Premium 1945 Lucky sixpence cufflinks for a 76th Birthday cufflinks,232974204473,10
Premium 1946 Lucky sixpence cufflinks for a 75th Birthday cufflinks,332847951827,8
Premium 1946 Lucky sixpence cufflinks for a 75th Birthday cufflinks,232974204264,8
Premium 1947 Lucky sixpence cufflinks for a 74th Birthday  cufflinks,332847951927,10
Premium 1948 Lucky Irish Threepence 3d for a 73rd cufflinks,232974238723,10
Premium 1948 Lucky sixpence cufflinks for a 73rd Birthday cufflinks,232973729869,10
Premium 1948 Lucky sixpence cufflinks for a 73rd Birthday cufflinks,232974204397,10
Premium 1949 Lucky Irish Threepence 3d for a 72nd  cufflinks,233197846880,1
Premium 1949 Lucky sixpence cufflinks for a 72nd Birthday Fathers Day Dad slv,233248542065,10
Premium 1950 Lucky Irish Threepence 3d for a 71st cufflinks,333301585991,1
Premium 1950 Lucky Irish Threepence 3d for a 71st cufflinks,332848534841,9
Premium 1950 Lucky sixpence cufflinks for a 71st Birthday cufflinks,232974204512,10
Premium 1950 Lucky sixpence cufflinks for a 71st Birthday cufflinks - Gld,232973729966,10
Premium 1950 Lucky sixpence cufflinks for a 71st Birthday cufflinks - HT,233463040633,8
Premium 1951 Lucky Farthing cufflinks for a 70th Birthday Fathers Day Dad gld,233467689327,10
Premium 1951 Lucky Farthing cufflinks for a 70th Birthday Fathers Day Dad slv,333223590471,9
Premium 1951 Lucky sixpence cufflinks for a 70th Birthday cufflinks,332847951831,10
Premium 1951 Lucky sixpence cufflinks for a 70th Birthday cufflinks,232974204186,10
Premium 1952 Lucky sixpence cufflinks for a 69th Birthday cufflinks,232974204269,10
Premium 1952 Lucky sixpence cufflinks for a 69th Birthday cufflinks,232973729839,10
Premium 1953 Lucky Irish Threepence 3d for a 68th  cufflinks,232974231371,1
Premium 1953 Lucky Irish Threepence 3d for a 68th  cufflinks,232974238858,9
Premium 1953 Lucky sixpence cufflinks for a 68th Birthday cufflinks,232974204334,10
Premium 1954 Lucky sixpence cufflinks for a 67th Birthday cufflinks,232974204396,10
Premium 1954 Lucky sixpence cufflinks for a 67th Birthday cufflinks,232973729897,9
Premium 1955 Lucky sixpence cufflinks for a 66th Birthday cufflinks,232974204432,9
Premium 1955 Lucky sixpence cufflinks for a 66th Birthday cufflinks,232973729929,10
Premium 1956 Lucky Irish Threepence 3d for a 65th  cufflinks,332848534876,9
Premium 1956 Lucky Irish Threepence 3d for a 65th  cufflinks,234045609152,1
Premium 1956 Lucky sixpence cufflinks for a 65th Birthday cufflinks,232973729811,8
Premium 1957 Lucky sixpence cufflinks  for a 64th Birthday cufflinks,232973729835,10
Premium 1957 Lucky sixpence cufflinks for a 64th Birthday cufflinks,232974204119,10
Premium 1958 Lucky sixpence cufflinks for a 63rd Birthday cufflinks,332847952060,10
Premium 1958 Lucky sixpence cufflinks for a 63rd Birthday cufflinks,232974204171,10
Premium 1959 Lucky sixpence cufflinks for a 62nd Birthday,332847952185,7
Premium 1959 Lucky sixpence cufflinks for a 62nd Birthday cufflinks,232974204254,7
Premium 1960 Lucky sixpence cufflinks  for a 61st Birthday cufflinks,332847952298,10
Premium 1961 Lucky Irish Threepence 3d for a 60th  cufflinks,232974231471,1
Premium 1961 Lucky Irish Threepence 3d for a 60th  cufflinks,232974238927,8
Premium 1961 Lucky sixpence cufflinks for a 60th Birthday cufflinks,332848507674,9
Premium 1961 Lucky sixpence cufflinks for a 60th Birthday cufflinks,332847951830,10
Premium 1962 Lucky Irish Threepence 3d for a 59th cufflinks,332848530298,1
Premium 1962 Lucky sixpence cufflinks for a 59th Birthday cufflinks,332847951931,10
Premium 1962 Lucky sixpence cufflinks for a 59th Birthday cufflinks,232974204419,9
Premium 1963 Lucky Irish Threepence 3d for a 58th  cufflinks,332848534691,7
Premium 1963 Lucky Irish Threepence 3d for a 58th  cufflinks,232974231336,1
Premium 1963 Lucky sixpence cufflinks for a 58th Birthday cufflinks,332848507757,8
Premium 1963 Lucky sixpence cufflinks for a 58th Birthday cufflinks Gld,332847952058,9
Premium 1964 Lucky Irish Threepence 3d for a 57th  cufflinks,332848534720,10
Premium 1964 Lucky sixpence cufflinks for a 57th Birthday cufflinks,332847952186,10
Premium 1964 Lucky sixpence cufflinks for a 57th Birthday cufflinks,232974204538,10
Premium 1965 Lucky Irish Threepence 3d for a 56th cufflinks,332848534751,9
Premium 1965 Lucky sixpence cufflinks for a 56th Birthday cufflinks,232974204585,10
Premium 1965 Lucky sixpence cufflinks for a 56th Birthday cufflinks,232973729938,10
Premium 1966  American Dime for a 55th Birthday or Anniversary cufflinks,232974204142,10
Premium 1966 Lucky Irish Threepence 3d for a 55th cufflinks,232974231496,1
Premium 1966 Lucky Irish Threepence 3d for a 55th cufflinks,232974238713,6
Premium 1966 Lucky sixpence cufflinks  for a 55th Birthday cufflinks,332847951835,10
Premium 1966 Lucky sixpence cufflinks for a 55th Birthday cufflinks,232974204062,10
Premium 1967 Lincoln Cent  for a 54th Birthday or Anniversary cufflinks Dad,232974244684,10
Premium 1967 Lucky sixpence cufflinks for a 54th Birthday cufflinks,332848507421,7
Premium 1967 Lucky sixpence cufflinks for a 54th Birthday cufflinks,232973729841,9
Premium 1968 Large Old style 5p coin for a 53rd Gold style cufflinks,332857211857,10
Premium 1968 Lincoln Cent  for a 53rd Birthday or Anniversary cufflinks,332848540548,10
Premium 1968 Lucky Irish Threepence 3d for a 53rd cufflinks,232974231338,1
Premium 1969 American Dime for a 52nd Birthday or Anniversary cufflinks,332848507385,7
Premium 1969 Canadian Dime for a 52nd Birthday or Anniversary cufflinks,332848507391,8
Premium 1969 Large Old style 5p coin for a 52nd Gold style cufflinks,332857211705,7
Premium 1970  American Dime for a 51st Birthday or Anniversary cufflinks,232974204134,7
Premium 1970 Large Old style 5p coin  for a 51st Gold style cufflinks,232983711641,10
Premium 1971 English Half Pence for a 50th Birthday or Anniversary cufflinks 1/4,334043505792,7
Premium 1971 Large Old style 5p coin for a 50th Gold style cufflinks,332857211848,10
Premium 1972 Canadian Dime for a 49th Birthday or Anniversary cufflinks,232974204156,10
Premium 1973 American Dime for a 48th Birthday or Anniversary cufflinks,232974204029,10
Premium 1973 Canadian Dime for a 48th Birthday or Anniversary cufflinks,332848507568,10
Premium 1974 American Dime for a 47th Birthday or Anniversary cufflinks,232974204086,9
Premium 1974 Lincoln Cent for a 47th Birthday or Anniversary cufflinks,332848540642,10
Premium 1975 American Dime for a 46th Birthday or Anniversary cufflinks,332848507505,10
Premium 1975 Canadian Cent for a 46th Birthday or Anniversary cufflinks,232974244547,10
Premium 1975 Large Old style 5p coin for a 46th Gold style cufflinks,332857211890,10
Premium 1975 Lincoln Cent for a 46th Birthday or Anniversary cufflinks Dad,232974244637,10
Premium 1976 American Dime for a 45th Birthday or Anniversary cufflinks,232974204195,10
Premium 1976 Canadian Cent for a 45th Birthday or Anniversary cufflinks Dad,332848540360,10
Premium 1977 Lincoln Cent for a 44th Birthday or Anniversary cufflinks,232974244679,10
Premium 1978 American Dime for a 43rd Birthday or Anniversary cufflinks,232974204025,10
Premium 1978 Canadian Dime for a 43rd Birthday or Anniversary cufflinks,232974204127,10
Premium 1978 Large Old style 5p coin  for a 43rd Gold style cufflinks,232983711867,10
Premium 1979 Large Old style 5p coin for a 42nd Gold style cufflinks,332857211609,9
Premium 1979 Lincoln Cent for a 42nd Birthday or Anniversary cufflinks Dad,232974244764,9
Premium 1980 Canadian Dime for a 41st Birthday or Anniversary cufflinks,332848507578,9
Premium 1980 Irish Penny for a 41st Birthday or Anniversary cufflinks,333480229693,7
Premium 1980 Large Old style 5p coin for a 41st Gold style cufflinks,332857211651,10
Premium 1981 American Dime for a 40th Birthday or Anniversary cufflinks,232974204128,10
Premium 1981 Canadian Dime for a 40th Birthday or Anniversary cufflinks,232974204059,10
Premium 1981 One Pence for a 40th Birthday or Anniversary cufflinks,234304481334,8
Premium 1982 American Dime for a 39th Birthday or Anniversary cufflinks,232974204160,10
Premium 1982 Canadian Dime for a 39th Birthday or Anniversary cufflinks,332848507419,10
Premium 1982 Lincoln Cent  for a 37th Birthday or Anniversary cufflinks,332848540573,10
Premium 1983 Canadian Dime for a 38th Birthday or Anniversary cufflinks,232974204181,9
Premium 1984 Canadian Dime for a 37th Birthday or Anniversary cufflinks,232974204267,10
Premium 1985 American Dime for a 36th Birthday or Anniversary cufflinks,332848507373,9
Premium 1985 Canadian Dime for a 36th Birthday or Anniversary cufflinks,232974204333,10
Premium 1986 Canadian Dime for a 35th Birthday or Anniversary cufflinks,232974204176,10
Premium 1986 Lincoln Cent  for a 35th Birthday or Anniversary cufflinks,232974244868,10
Premium 1987 American Dime for a 34th Birthday or Anniversary cufflinks,232974204126,10
Premium 1987 Large Old style 5p coin for a 34th Gold style cufflinks,332857211685,10
Premium 1988 American Dime for a 33rd Birthday or Anniversary cufflinks,232974204161,10
Premium 1988 Canadian Dime for a 33rd Birthday or Anniversary cufflinks,232974204255,10
Premium 1988 Large Old style 5p coin for a 33rd Gold style cufflinks,332857211728,9
Premium 1989  Canadian Dime for a 32nd Birthday or Anniversary cufflinks,332848507644,10
Premium 1989 American Dime for a 32nd Birthday or Anniversary cufflinks,332848507343,9
Premium 1989 Large Old style 5p coin for a 32nd Gold style cufflinks,232983711695,8
Premium 1990  American Dime  for a 31st Birthday or Anniversary cufflinks,332848507379,9
Premium 1990  Canadian Dime  for a 31st Birthday or Anniversary cufflinks,332848507684,10
Premium 1991 30th 30 year birthday / Anniversary 1991 Coin cufflinks,332848520839,1
Premium 1991 Canadian Dime for a 30th Birthday or Anniversary cufflinks,332848507718,10
Premium 1991 English Penny for a 30th Birthday or Anniversary cufflinks,233465427950,10
Premium 1991 Lincoln Cent  for a 30th Birthday or Anniversary cufflinks,232974244638,9
Premium 1992 29th 29 year birthday / Anniversary 1992 Coin cufflinks,332848520757,7
Premium 1992 American Dime for a 29th Birthday or Anniversary cufflinks,232974204152,10
Premium 1993 American Dime for a 28th Birthday or Anniversary cufflinks,232974204185,10
Premium 1994 27th birthday Wedding Anniversary 1994 Fathers Day Dad Gift,332848540341,9
Premium 1995 26th 26 year birthday / Anniversary 1995 Coin cufflinks,232974215798,9
Premium 1995 American Dime for a 26th Anniversary cufflinks Silver Wedding,333480280893,10
Premium 1995 Canadian Dime  for a 26th Birthday or Anniversary cufflinks,332848507551,10
Premium 1995 Canadian Dime for a 26th Anniversary cufflinks Silver Wedding,233465445042,10
Premium 1996 25th 25 year  birthday / Anniversary 1996 Coin cufflinks,232974215846,10
Premium 1996 American Dime for a 25th Birthday or Anniversary cufflinks,332848507542,10
Premium 1996 Canadian Dime for a 25th Birthday or Anniversary cufflinks,332848507590,10
Premium 1997 American Dime for a 24th Birthday or Anniversary cufflinks,332848507582,10
Premium 1997 Canadian Dime for a 24th Birthday or Anniversary cufflinks,232974204307,10
Premium 1998 23rd 23 year birthday / Anniversary 1998 Coin cufflinks,332848520758,5
Premium 1998 American Dime for a 23rd Birthday or Anniversary cufflinks,232974204294,9
Premium 1998 Canadian Dime for a 23rd Birthday or Anniversary cufflinks,332848507627,10
Premium 1999 22nd year birthday / Anniversary 1999 Coin cufflinks,332848520783,5
Premium 1999 American Dime  for a 22nd Birthday or Anniversary cufflinks,332848507337,10
Premium 2000 American Dime for a 21st Birthday or Anniversary cufflinks,332848507381,9
Premium 2000 Canadian Dime for a 21st Birthday or Anniversary cufflinks,232974204344,10
Premium 2001  American Dime for a 20h Birthday or Anniversary cufflink,232974204108,8
Premium 2001 20h birthday / Anniversary 2001 Coin cufflinks,332848520855,10
Premium 2001 Canadian Dime for a 20th Birthday or Anniversary cufflinks,333847582371,10
Premium 2002 American Dime for a 19th Birthday or Anniversary cufflinks,232974204151,8
Premium 2002 Canadian Dime for a 19th Birthday or Anniversary cufflinks,332848507699,10
Premium 2003 18th Wedding Anniversary 2003 Coin cufflinks ,232974244483,7
Premium 2003 American Dime for a 18th Birthday or Anniversary cufflinks,332848507565,9
Premium 2003 Canadian Dime for a 18th Birthday or Anniversary cufflinks,332848507731,10
Premium 2004 American Dime for a 17th Birthday or Anniversary cufflinks,232974204034,10
Premium 2004 Lincoln Cent  for a 17th Birthday or Anniversary cufflinks,332848540497,10
Premium 2005 16th Wedding Anniversary 2005 cufflinks ,232974244579,7
Premium 2005 American Dime for 16th Wedding Anniversary cufflinks,232974204068,10
Premium 2005 Canadian Dime for a 16th Birthday 16th Wedding Anniversary,332848507773,10
Premium 2006 15th Crystal Wedding Anniversary Anniversary 2006 Coin cufflinks,332848540425,9
Premium 2006 American Dime for a 15th Birthday 15th Crystal  Wedding,232974204105,10
Premium 2007 Canadian Dime for a 14th Birthday 14th Ivory Wedding,232974204194,10
Premium 2008 American Dime for a 13th Lace  Wedding Anniversary cufflinks,332848507560,10
Premium 2008 Canadian Dime for a 13th Lace  Wedding Anniversary  cufflinks,232974204287,10
Premium 2008 Lincoln Cent for a 13th Lace  Wedding Anniversary  cufflinks,332848540541,10
Premium 2009 12th Pottery  Wedding Anniversary 2009 Coin cufflinks Dad,332848540343,8
Premium 2009 American Dime for a 12th Pottery  Wedding Anniversary cufflinks,232974204036,10
Premium 2010 American Dime 11th Steel Wedding Anniversary cufflinks,233465482677,10
Premium 2010 American Dime for a 11th Steel Wedding cufflinks  Wedding,333480344911,10
Premium 2011 10th Tin 10 year Tin Anniversary 2011 Coin cufflinks Dad,232974244625,4
Premium 2011 American Dime  for a 10th Tin Birthday or Anniversary cufflinks,232974204107,10
Premium 2011 Canadian Dime 10th Tin Birthday Anniversary cufflinks,232974204274,5
Premium 2012  American Dime  for a 9th Pottery anniversary cufflinks,332848507497,9
Premium 2012  Canadian Dime for a 9th Pottery Anniversary cufflinks,332848507655,10
Premium 2013 8th Bronze 8 year Anniversary 2013 Coin cufflinks,332848520759,8
Premium 2013 American Dime for a 8th Birthday or Bronze Anniversary cufflinks,232974204173,10
Premium 2013 Lincoln Cent  8th Bronze Wedding Anniversary cufflinks - Boxed,332848540623,7
Premium 2014 7th Copper Anniversary 2014 Coin cufflinks - Fathers day Dad,332848540546,10
Premium 2014 American Dime for a 7th Birthday or Anniversary cufflinks,232974204038,10
Premium 2014 Lincoln Cent  7th Copper Wedding Anniversary cufflinks - Boxed,333847590180,8
Premium 2016 4th Fruit 4 year Fruit  Anniversary 2016 Coin cufflinks - Dad,232974244873,10
Premium 2017 4th `linen  Anniversary 2017 Coin cufflinks - Dad,333480361020,10
Premium 52nd Birthday or Anniversary 1969 American Dime cufflinks for a 52nd Dad,333025836793,9
Premium 52nd Birthday or Anniversary 1969 Lincoln Cent cufflinks for a 52nd,233102435602,10
